position,mlu,style,tempo,performer,division,division_follower,division_bigram,pattern,follower,bigram
4,lick,-,UP,David Liebman,2,2,[2|2],01,11,[01|11]
5,lick,-,UP,David Liebman,2,2,[2|2],11,01,[11|01]
6,lick,-,UP,David Liebman,2,2,[2|2],01,11,[01|11]
7,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
8,lick,-,UP,David Liebman,2,1,[2|1],11,1,[11|1]
9,lick,-,UP,David Liebman,1,2,[1|2],1,11,[1|11]
10,lick,-,UP,David Liebman,2,1,[2|1],11,1,[11|1]
11,lick,-,UP,David Liebman,1,2,[1|2],1,11,[1|11]
12,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
13,lick,-,UP,David Liebman,2,3,[2|3],11,111,[11|111]
14,lick,-,UP,David Liebman,3,2,[3|2],111,01,[111|01]
15,lick,-,UP,David Liebman,2,2,[2|2],01,01,[01|01]
16,lick,-,UP,David Liebman,2,3,[2|3],01,011,[01|011]
17,lick,-,UP,David Liebman,3,2,[3|2],011,11,[011|11]
18,lick,-,UP,David Liebman,2,3,[2|3],11,110,[11|110]
19,lick,-,UP,David Liebman,3,2,[3|2],110,01,[110|01]
20,lick,-,UP,David Liebman,2,2,[2|2],01,01,[01|01]
21,lick,-,UP,David Liebman,2,1,[2|1],01,1,[01|1]
22,lick,-,UP,David Liebman,1,1,[1|1],1,1,[1|1]
23,lick,-,UP,David Liebman,1,4,[1|4],1,1111,[1|1111]
24,lick,-,UP,David Liebman,4,2,[4|2],1111,11,[1111|11]
25,lick,-,UP,David Liebman,2,2,[2|2],11,01,[11|01]
26,lick,-,UP,David Liebman,2,2,[2|2],01,01,[01|01]
27,lick,-,UP,David Liebman,2,1,[2|1],01,1,[01|1]
28,lick,-,UP,David Liebman,1,2,[1|2],1,11,[1|11]
29,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
30,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
31,lick,-,UP,David Liebman,2,3,[2|3],11,011,[11|011]
32,lick,-,UP,David Liebman,3,4,[3|4],011,0001,[011|0001]
33,lick,-,UP,David Liebman,4,1,[4|1],0001,1,[0001|1]
34,lick,-,UP,David Liebman,1,1,[1|1],1,1,[1|1]
35,lick,-,UP,David Liebman,1,1,[1|1],1,1,[1|1]
36,lick,-,UP,David Liebman,1,2,[1|2],1,11,[1|11]
37,lick,-,UP,David Liebman,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,David Liebman,2,4,[2|4],01,1100,[01|1100]
2,lick,-,UP,David Liebman,4,2,[4|2],1100,11,[1100|11]
3,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
4,lick,-,UP,David Liebman,2,3,[2|3],11,011,[11|011]
5,lick,-,UP,David Liebman,3,3,[3|3],011,111,[011|111]
6,lick,-,UP,David Liebman,3,1,[3|1],111,1,[111|1]
7,lick,-,UP,David Liebman,1,2,[1|2],1,11,[1|11]
8,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
9,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
10,lick,-,UP,David Liebman,2,1,[2|1],11,1,[11|1]
11,lick,-,UP,David Liebman,1,2,[1|2],1,11,[1|11]
12,lick,-,UP,David Liebman,2,0,[2|0],11,0,[11|0]
1,line,-,MEDIUM UP,Clifford Brown,1,4,[1|4],1,1111,[1|1111]
2,line,-,MEDIUM UP,Clifford Brown,4,6,[4|6],1111,011110,[1111|011110]
3,line,-,MEDIUM UP,Clifford Brown,6,5,[6|5],011110,01111,[011110|01111]
4,line,-,MEDIUM UP,Clifford Brown,5,1,[5|1],01111,1,[01111|1]
5,line,-,MEDIUM UP,Clifford Brown,1,0,[1|0],1,0,[1|0]
1,lick,-,UP,Sonny Rollins,4,4,[4|4],1011,0001,[1011|0001]
2,lick,-,UP,Sonny Rollins,4,2,[4|2],0001,11,[0001|11]
3,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
4,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
5,lick,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
6,lick,-,UP,Sonny Rollins,2,1,[2|1],11,1,[11|1]
7,lick,-,UP,Sonny Rollins,1,3,[1|3],1,110,[1|110]
8,lick,-,UP,Sonny Rollins,3,4,[3|4],110,1001,[110|1001]
9,lick,-,UP,Sonny Rollins,4,2,[4|2],1001,11,[1001|11]
10,lick,-,UP,Sonny Rollins,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Joe Lovano,2,4,[2|4],11,1001,[11|1001]
2,line,-,UP,Joe Lovano,4,2,[4|2],1001,11,[1001|11]
3,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Joe Lovano,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Wynton Marsalis,3,1,[3|1],111,1,[111|1]
2,lick,-,UP,Wynton Marsalis,1,4,[1|4],1,1101,[1|1101]
3,lick,-,UP,Wynton Marsalis,4,2,[4|2],1101,01,[1101|01]
4,lick,-,UP,Wynton Marsalis,2,1,[2|1],01,1,[01|1]
5,lick,-,UP,Wynton Marsalis,1,0,[1|0],1,0,[1|0]
1,lick,-,MEDIUM SLOW,Joe Lovano,3,4,[3|4],011,0110,[011|0110]
2,lick,-,MEDIUM SLOW,Joe Lovano,4,2,[4|2],0110,01,[0110|01]
3,lick,-,MEDIUM SLOW,Joe Lovano,2,3,[2|3],01,110,[01|110]
4,lick,-,MEDIUM SLOW,Joe Lovano,3,1,[3|1],110,1,[110|1]
5,lick,-,MEDIUM SLOW,Joe Lovano,1,0,[1|0],1,0,[1|0]
1,line,-,MEDIUM,Pat Metheny,4,4,[4|4],0111,0110,[0111|0110]
2,line,-,MEDIUM,Pat Metheny,4,4,[4|4],0110,1001,[0110|1001]
3,line,-,MEDIUM,Pat Metheny,4,4,[4|4],1001,0111,[1001|0111]
4,line,-,MEDIUM,Pat Metheny,4,4,[4|4],0111,1011,[0111|1011]
5,line,-,MEDIUM,Pat Metheny,4,2,[4|2],1011,01,[1011|01]
6,line,-,MEDIUM,Pat Metheny,2,4,[2|4],01,0111,[01|0111]
7,line,-,MEDIUM,Pat Metheny,4,4,[4|4],0111,1111,[0111|1111]
8,line,-,MEDIUM,Pat Metheny,4,6,[4|6],1111,010011,[1111|010011]
9,line,-,MEDIUM,Pat Metheny,6,3,[6|3],010011,111,[010011|111]
10,line,-,MEDIUM,Pat Metheny,3,4,[3|4],111,0110,[111|0110]
11,line,-,MEDIUM,Pat Metheny,4,4,[4|4],0110,1111,[0110|1111]
12,line,-,MEDIUM,Pat Metheny,4,6,[4|6],1111,101011,[1111|101011]
13,line,-,MEDIUM,Pat Metheny,6,4,[6|4],101011,1011,[101011|1011]
14,line,-,MEDIUM,Pat Metheny,4,4,[4|4],1011,1111,[1011|1111]
15,line,-,MEDIUM,Pat Metheny,4,4,[4|4],1111,1111,[1111|1111]
16,line,-,MEDIUM,Pat Metheny,4,0,[4|0],1111,0,[1111|0]
1,lick,-,UP,Kai Winding,2,1,[2|1],01,1,[01|1]
2,lick,-,UP,Kai Winding,1,3,[1|3],1,111,[1|111]
3,lick,-,UP,Kai Winding,3,1,[3|1],111,1,[111|1]
4,lick,-,UP,Kai Winding,1,0,[1|0],1,0,[1|0]
1,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Joe Lovano,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Pat Metheny,2,2,[2|2],11,11,[11|11]
2,lick,-,UP,Pat Metheny,2,2,[2|2],11,11,[11|11]
3,lick,-,UP,Pat Metheny,2,4,[2|4],11,1001,[11|1001]
4,lick,-,UP,Pat Metheny,4,2,[4|2],1001,11,[1001|11]
5,lick,-,UP,Pat Metheny,2,2,[2|2],11,11,[11|11]
6,lick,-,UP,Pat Metheny,2,2,[2|2],11,11,[11|11]
7,lick,-,UP,Pat Metheny,2,2,[2|2],11,01,[11|01]
8,lick,-,UP,Pat Metheny,2,2,[2|2],01,11,[01|11]
9,lick,-,UP,Pat Metheny,2,2,[2|2],11,11,[11|11]
10,lick,-,UP,Pat Metheny,2,2,[2|2],11,01,[11|01]
11,lick,-,UP,Pat Metheny,2,2,[2|2],01,01,[01|01]
12,lick,-,UP,Pat Metheny,2,4,[2|4],01,1001,[01|1001]
13,lick,-,UP,Pat Metheny,4,0,[4|0],1001,0,[1001|0]
1,lick,-,MEDIUM,Michael Brecker,6,4,[6|4],100111,1111,[100111|1111]
2,lick,-,MEDIUM,Michael Brecker,4,4,[4|4],1111,1111,[1111|1111]
3,lick,-,MEDIUM,Michael Brecker,4,1,[4|1],1111,1,[1111|1]
4,lick,-,MEDIUM,Michael Brecker,1,0,[1|0],1,0,[1|0]
1,line,-,MEDIUM SLOW,Dexter Gordon,4,4,[4|4],1111,1111,[1111|1111]
2,line,-,MEDIUM SLOW,Dexter Gordon,4,4,[4|4],1111,1111,[1111|1111]
3,line,-,MEDIUM SLOW,Dexter Gordon,4,3,[4|3],1111,111,[1111|111]
4,line,-,MEDIUM SLOW,Dexter Gordon,3,6,[3|6],111,011101,[111|011101]
5,line,-,MEDIUM SLOW,Dexter Gordon,6,1,[6|1],011101,1,[011101|1]
6,line,-,MEDIUM SLOW,Dexter Gordon,1,0,[1|0],1,0,[1|0]
1,lick,-,UP,Pat Metheny,1,1,[1|1],1,1,[1|1]
2,lick,-,UP,Pat Metheny,1,2,[1|2],1,01,[1|01]
3,lick,-,UP,Pat Metheny,2,3,[2|3],01,111,[01|111]
4,lick,-,UP,Pat Metheny,3,1,[3|1],111,1,[111|1]
5,lick,-,UP,Pat Metheny,1,1,[1|1],1,1,[1|1]
6,lick,-,UP,Pat Metheny,1,1,[1|1],1,1,[1|1]
7,lick,-,UP,Pat Metheny,1,0,[1|0],1,0,[1|0]
1,line,-,UP,Steve Lacy,1,3,[1|3],1,111,[1|111]
2,line,-,UP,Steve Lacy,3,4,[3|4],111,0001,[111|0001]
3,line,-,UP,Steve Lacy,4,2,[4|2],0001,01,[0001|01]
4,line,-,UP,Steve Lacy,2,2,[2|2],01,11,[01|11]
5,line,-,UP,Steve Lacy,2,3,[2|3],11,111,[11|111]
6,line,-,UP,Steve Lacy,3,1,[3|1],111,1,[111|1]
7,line,-,UP,Steve Lacy,1,1,[1|1],1,1,[1|1]
8,line,-,UP,Steve Lacy,1,3,[1|3],1,111,[1|111]
9,line,-,UP,Steve Lacy,3,1,[3|1],111,1,[111|1]
10,line,-,UP,Steve Lacy,1,1,[1|1],1,1,[1|1]
11,line,-,UP,Steve Lacy,1,2,[1|2],1,11,[1|11]
12,line,-,UP,Steve Lacy,2,4,[2|4],11,1011,[11|1011]
13,line,-,UP,Steve Lacy,4,2,[4|2],1011,11,[1011|11]
14,line,-,UP,Steve Lacy,2,3,[2|3],11,110,[11|110]
15,line,-,UP,Steve Lacy,3,1,[3|1],110,1,[110|1]
16,line,-,UP,Steve Lacy,1,3,[1|3],1,111,[1|111]
17,line,-,UP,Steve Lacy,3,1,[3|1],111,1,[111|1]
18,line,-,UP,Steve Lacy,1,3,[1|3],1,111,[1|111]
19,line,-,UP,Steve Lacy,3,2,[3|2],111,11,[111|11]
20,line,-,UP,Steve Lacy,2,2,[2|2],11,11,[11|11]
21,line,-,UP,Steve Lacy,2,2,[2|2],11,11,[11|11]
22,line,-,UP,Steve Lacy,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Branford Marsalis,4,4,[4|4],0001,0001,[0001|0001]
2,lick,-,UP,Branford Marsalis,4,4,[4|4],0001,0001,[0001|0001]
3,lick,-,UP,Branford Marsalis,4,4,[4|4],0001,0001,[0001|0001]
4,lick,-,UP,Branford Marsalis,4,2,[4|2],0001,11,[0001|11]
5,lick,-,UP,Branford Marsalis,2,6,[2|6],11,110111,[11|110111]
6,lick,-,UP,Branford Marsalis,6,2,[6|2],110111,01,[110111|01]
7,lick,-,UP,Branford Marsalis,2,1,[2|1],01,1,[01|1]
8,lick,-,UP,Branford Marsalis,1,1,[1|1],1,1,[1|1]
9,lick,-,UP,Branford Marsalis,1,0,[1|0],1,0,[1|0]
1,lick,-,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
2,lick,-,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
3,lick,-,MEDIUM UP,Art Pepper,2,3,[2|3],11,111,[11|111]
4,lick,-,MEDIUM UP,Art Pepper,3,4,[3|4],111,1001,[111|1001]
5,lick,-,MEDIUM UP,Art Pepper,4,2,[4|2],1001,11,[1001|11]
6,lick,-,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,line,-,UP,Dexter Gordon,2,3,[2|3],11,111,[11|111]
2,line,-,UP,Dexter Gordon,3,4,[3|4],111,1101,[111|1101]
3,line,-,UP,Dexter Gordon,4,2,[4|2],1101,11,[1101|11]
4,line,-,UP,Dexter Gordon,2,3,[2|3],11,111,[11|111]
5,line,-,UP,Dexter Gordon,3,3,[3|3],111,011,[111|011]
6,line,-,UP,Dexter Gordon,3,2,[3|2],011,11,[011|11]
7,line,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Dexter Gordon,2,4,[2|4],11,1001,[11|1001]
10,line,-,UP,Dexter Gordon,4,3,[4|3],1001,011,[1001|011]
11,line,-,UP,Dexter Gordon,3,4,[3|4],011,0111,[011|0111]
12,line,-,UP,Dexter Gordon,4,2,[4|2],0111,11,[0111|11]
13,line,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Dexter Gordon,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Dexter Gordon,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM SLOW,Dexter Gordon,3,4,[3|4],110,1110,[110|1110]
2,lick,-,MEDIUM SLOW,Dexter Gordon,4,4,[4|4],1110,1110,[1110|1110]
3,lick,-,MEDIUM SLOW,Dexter Gordon,4,0,[4|0],1110,0,[1110|0]
1,lick,-,MEDIUM UP,John Coltrane,2,2,[2|2],01,01,[01|01]
2,lick,-,MEDIUM UP,John Coltrane,2,2,[2|2],01,01,[01|01]
3,lick,-,MEDIUM UP,John Coltrane,2,4,[2|4],01,0111,[01|0111]
4,lick,-,MEDIUM UP,John Coltrane,4,1,[4|1],0111,1,[0111|1]
5,lick,-,MEDIUM UP,John Coltrane,1,0,[1|0],1,0,[1|0]
1,lick,-,MEDIUM,George Coleman,4,6,[4|6],0001,000111,[0001|000111]
2,lick,-,MEDIUM,George Coleman,6,0,[6|0],000111,0,[000111|0]
1,lick,-,UP,Chet Baker,4,2,[4|2],0011,01,[0011|01]
2,lick,-,UP,Chet Baker,2,2,[2|2],01,01,[01|01]
3,lick,-,UP,Chet Baker,2,0,[2|0],01,0,[01|0]
1,line,-,MEDIUM UP,David Liebman,6,3,[6|3],011111,110,[011111|110]
2,line,-,MEDIUM UP,David Liebman,3,4,[3|4],110,1011,[110|1011]
3,line,-,MEDIUM UP,David Liebman,4,3,[4|3],1011,111,[1011|111]
4,line,-,MEDIUM UP,David Liebman,3,4,[3|4],111,1101,[111|1101]
5,line,-,MEDIUM UP,David Liebman,4,5,[4|5],1101,11111,[1101|11111]
6,line,-,MEDIUM UP,David Liebman,5,6,[5|6],11111,111111,[11111|111111]
7,line,-,MEDIUM UP,David Liebman,6,5,[6|5],111111,01111,[111111|01111]
8,line,-,MEDIUM UP,David Liebman,5,6,[5|6],01111,011011,[01111|011011]
9,line,-,MEDIUM UP,David Liebman,6,4,[6|4],011011,1111,[011011|1111]
10,line,-,MEDIUM UP,David Liebman,4,6,[4|6],1111,101111,[1111|101111]
11,line,-,MEDIUM UP,David Liebman,6,3,[6|3],101111,011,[101111|011]
12,line,-,MEDIUM UP,David Liebman,3,4,[3|4],011,1011,[011|1011]
13,line,-,MEDIUM UP,David Liebman,4,3,[4|3],1011,111,[1011|111]
14,line,-,MEDIUM UP,David Liebman,3,4,[3|4],111,0111,[111|0111]
15,line,-,MEDIUM UP,David Liebman,4,6,[4|6],0111,010111,[0111|010111]
16,line,-,MEDIUM UP,David Liebman,6,4,[6|4],010111,1111,[010111|1111]
17,line,-,MEDIUM UP,David Liebman,4,4,[4|4],1111,1111,[1111|1111]
18,line,-,MEDIUM UP,David Liebman,4,6,[4|6],1111,111110,[1111|111110]
19,line,-,MEDIUM UP,David Liebman,6,4,[6|4],111110,0001,[111110|0001]
20,line,-,MEDIUM UP,David Liebman,4,3,[4|3],0001,111,[0001|111]
21,line,-,MEDIUM UP,David Liebman,3,2,[3|2],111,01,[111|01]
22,line,-,MEDIUM UP,David Liebman,2,1,[2|1],01,1,[01|1]
23,line,-,MEDIUM UP,David Liebman,1,0,[1|0],1,0,[1|0]
1,lick,-,UP,David Liebman,2,2,[2|2],01,01,[01|01]
2,lick,-,UP,David Liebman,2,1,[2|1],01,1,[01|1]
3,lick,-,UP,David Liebman,1,2,[1|2],1,11,[1|11]
4,lick,-,UP,David Liebman,2,4,[2|4],11,0001,[11|0001]
5,lick,-,UP,David Liebman,4,3,[4|3],0001,011,[0001|011]
6,lick,-,UP,David Liebman,3,3,[3|3],011,011,[011|011]
7,lick,-,UP,David Liebman,3,1,[3|1],011,1,[011|1]
8,lick,-,UP,David Liebman,1,1,[1|1],1,1,[1|1]
9,lick,-,UP,David Liebman,1,2,[1|2],1,01,[1|01]
10,lick,-,UP,David Liebman,2,2,[2|2],01,11,[01|11]
11,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
12,lick,-,UP,David Liebman,2,4,[2|4],11,1001,[11|1001]
13,lick,-,UP,David Liebman,4,1,[4|1],1001,1,[1001|1]
14,lick,-,UP,David Liebman,1,2,[1|2],1,11,[1|11]
15,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
16,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
17,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
18,lick,-,UP,David Liebman,2,2,[2|2],11,01,[11|01]
19,lick,-,UP,David Liebman,2,2,[2|2],01,01,[01|01]
20,lick,-,UP,David Liebman,2,2,[2|2],01,11,[01|11]
21,lick,-,UP,David Liebman,2,2,[2|2],11,11,[11|11]
22,lick,-,UP,David Liebman,2,1,[2|1],11,1,[11|1]
23,lick,-,UP,David Liebman,1,0,[1|0],1,0,[1|0]
1,lick,-,MEDIUM,Miles Davis,2,6,[2|6],11,101001,[11|101001]
2,lick,-,MEDIUM,Miles Davis,6,6,[6|6],101001,010001,[101001|010001]
3,lick,-,MEDIUM,Miles Davis,6,2,[6|2],010001,11,[010001|11]
4,lick,-,MEDIUM,Miles Davis,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,John Coltrane,4,2,[4|2],0001,11,[0001|11]
2,lick,-,UP,John Coltrane,2,2,[2|2],11,01,[11|01]
3,lick,-,UP,John Coltrane,2,0,[2|0],01,0,[01|0]
1,line,-,UP,Warne Marsh,2,3,[2|3],01,011,[01|011]
2,line,-,UP,Warne Marsh,3,2,[3|2],011,11,[011|11]
3,line,-,UP,Warne Marsh,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Warne Marsh,2,1,[2|1],11,1,[11|1]
5,line,-,UP,Warne Marsh,1,1,[1|1],1,1,[1|1]
6,line,-,UP,Warne Marsh,1,2,[1|2],1,11,[1|11]
7,line,-,UP,Warne Marsh,2,4,[2|4],11,0110,[11|0110]
8,line,-,UP,Warne Marsh,4,2,[4|2],0110,11,[0110|11]
9,line,-,UP,Warne Marsh,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Warne Marsh,2,2,[2|2],11,01,[11|01]
11,line,-,UP,Warne Marsh,2,3,[2|3],01,011,[01|011]
12,line,-,UP,Warne Marsh,3,2,[3|2],011,11,[011|11]
13,line,-,UP,Warne Marsh,2,2,[2|2],11,11,[11|11]
14,line,-,UP,Warne Marsh,2,4,[2|4],11,0001,[11|0001]
15,line,-,UP,Warne Marsh,4,4,[4|4],0001,0110,[0001|0110]
16,line,-,UP,Warne Marsh,4,2,[4|2],0110,11,[0110|11]
17,line,-,UP,Warne Marsh,2,2,[2|2],11,11,[11|11]
18,line,-,UP,Warne Marsh,2,1,[2|1],11,1,[11|1]
19,line,-,UP,Warne Marsh,1,1,[1|1],1,1,[1|1]
20,line,-,UP,Warne Marsh,1,2,[1|2],1,01,[1|01]
21,line,-,UP,Warne Marsh,2,2,[2|2],01,11,[01|11]
22,line,-,UP,Warne Marsh,2,2,[2|2],11,11,[11|11]
23,line,-,UP,Warne Marsh,2,2,[2|2],11,11,[11|11]
24,line,-,UP,Warne Marsh,2,3,[2|3],11,011,[11|011]
25,line,-,UP,Warne Marsh,3,4,[3|4],011,1011,[011|1011]
26,line,-,UP,Warne Marsh,4,0,[4|0],1011,0,[1011|0]
1,lick,-,UP,Michael Brecker,4,2,[4|2],0011,01,[0011|01]
2,lick,-,UP,Michael Brecker,2,1,[2|1],01,1,[01|1]
3,lick,-,UP,Michael Brecker,1,1,[1|1],1,1,[1|1]
4,lick,-,UP,Michael Brecker,1,4,[1|4],1,1111,[1|1111]
5,lick,-,UP,Michael Brecker,4,0,[4|0],1111,0,[1111|0]
1,line,-,UP,Dizzy Gillespie,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Dizzy Gillespie,2,1,[2|1],11,1,[11|1]
3,line,-,UP,Dizzy Gillespie,1,1,[1|1],1,1,[1|1]
4,line,-,UP,Dizzy Gillespie,1,2,[1|2],1,11,[1|11]
5,line,-,UP,Dizzy Gillespie,2,2,[2|2],11,01,[11|01]
6,line,-,UP,Dizzy Gillespie,2,2,[2|2],01,11,[01|11]
7,line,-,UP,Dizzy Gillespie,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Dizzy Gillespie,2,2,[2|2],11,01,[11|01]
9,line,-,UP,Dizzy Gillespie,2,1,[2|1],01,1,[01|1]
10,line,-,UP,Dizzy Gillespie,1,2,[1|2],1,11,[1|11]
11,line,-,UP,Dizzy Gillespie,2,2,[2|2],11,01,[11|01]
12,line,-,UP,Dizzy Gillespie,2,5,[2|5],01,01111,[01|01111]
13,line,-,UP,Dizzy Gillespie,5,1,[5|1],01111,1,[01111|1]
14,line,-,UP,Dizzy Gillespie,1,2,[1|2],1,11,[1|11]
15,line,-,UP,Dizzy Gillespie,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Dizzy Gillespie,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Dizzy Gillespie,2,2,[2|2],11,11,[11|11]
18,line,-,UP,Dizzy Gillespie,2,4,[2|4],11,1101,[11|1101]
19,line,-,UP,Dizzy Gillespie,4,0,[4|0],1101,0,[1101|0]
1,lick,-,UP,Paul Desmond,1,1,[1|1],1,1,[1|1]
2,lick,-,UP,Paul Desmond,1,1,[1|1],1,1,[1|1]
3,lick,-,UP,Paul Desmond,1,2,[1|2],1,01,[1|01]
4,lick,-,UP,Paul Desmond,2,1,[2|1],01,1,[01|1]
5,lick,-,UP,Paul Desmond,1,1,[1|1],1,1,[1|1]
6,lick,-,UP,Paul Desmond,1,1,[1|1],1,1,[1|1]
7,lick,-,UP,Paul Desmond,1,2,[1|2],1,01,[1|01]
8,lick,-,UP,Paul Desmond,2,1,[2|1],01,1,[01|1]
9,lick,-,UP,Paul Desmond,1,2,[1|2],1,01,[1|01]
10,lick,-,UP,Paul Desmond,2,6,[2|6],01,010001,[01|010001]
11,lick,-,UP,Paul Desmond,6,4,[6|4],010001,0001,[010001|0001]
12,lick,-,UP,Paul Desmond,4,4,[4|4],0001,0011,[0001|0011]
13,lick,-,UP,Paul Desmond,4,2,[4|2],0011,11,[0011|11]
14,lick,-,UP,Paul Desmond,2,2,[2|2],11,01,[11|01]
15,lick,-,UP,Paul Desmond,2,2,[2|2],01,11,[01|11]
16,lick,-,UP,Paul Desmond,2,2,[2|2],11,11,[11|11]
17,lick,-,UP,Paul Desmond,2,2,[2|2],11,11,[11|11]
18,lick,-,UP,Paul Desmond,2,2,[2|2],11,11,[11|11]
19,lick,-,UP,Paul Desmond,2,1,[2|1],11,1,[11|1]
20,lick,-,UP,Paul Desmond,1,2,[1|2],1,01,[1|01]
21,lick,-,UP,Paul Desmond,2,2,[2|2],01,11,[01|11]
22,lick,-,UP,Paul Desmond,2,2,[2|2],11,11,[11|11]
23,lick,-,UP,Paul Desmond,2,0,[2|0],11,0,[11|0]
1,line,-,MEDIUM,Steve Coleman,6,4,[6|4],011011,0110,[011011|0110]
2,line,-,MEDIUM,Steve Coleman,4,6,[4|6],0110,100011,[0110|100011]
3,line,-,MEDIUM,Steve Coleman,6,4,[6|4],100011,1111,[100011|1111]
4,line,-,MEDIUM,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
5,line,-,MEDIUM,Steve Coleman,4,2,[4|2],1111,11,[1111|11]
6,line,-,MEDIUM,Steve Coleman,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,John Coltrane,2,6,[2|6],01,000111,[01|000111]
2,lick,-,UP,John Coltrane,6,4,[6|4],000111,1011,[000111|1011]
3,lick,-,UP,John Coltrane,4,1,[4|1],1011,1,[1011|1]
4,lick,-,UP,John Coltrane,1,0,[1|0],1,0,[1|0]
1,line,-,UP,Miles Davis,2,2,[2|2],01,11,[01|11]
2,line,-,UP,Miles Davis,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Miles Davis,2,2,[2|2],11,01,[11|01]
4,line,-,UP,Miles Davis,2,2,[2|2],01,01,[01|01]
5,line,-,UP,Miles Davis,2,2,[2|2],01,11,[01|11]
6,line,-,UP,Miles Davis,2,1,[2|1],11,1,[11|1]
7,line,-,UP,Miles Davis,1,4,[1|4],1,1011,[1|1011]
8,line,-,UP,Miles Davis,4,2,[4|2],1011,01,[1011|01]
9,line,-,UP,Miles Davis,2,3,[2|3],01,011,[01|011]
10,line,-,UP,Miles Davis,3,0,[3|0],011,0,[011|0]
1,line,-,MEDIUM UP,David Liebman,10,6,[10|6],1010101011,010111,[1010101011|010111]
2,line,-,MEDIUM UP,David Liebman,6,4,[6|4],010111,0111,[010111|0111]
3,line,-,MEDIUM UP,David Liebman,4,2,[4|2],0111,11,[0111|11]
4,line,-,MEDIUM UP,David Liebman,2,2,[2|2],11,11,[11|11]
5,line,-,MEDIUM UP,David Liebman,2,6,[2|6],11,101111,[11|101111]
6,line,-,MEDIUM UP,David Liebman,6,3,[6|3],101111,011,[101111|011]
7,line,-,MEDIUM UP,David Liebman,3,4,[3|4],011,1110,[011|1110]
8,line,-,MEDIUM UP,David Liebman,4,8,[4|8],1110,11010011,[1110|11010011]
9,line,-,MEDIUM UP,David Liebman,8,6,[8|6],11010011,010111,[11010011|010111]
10,line,-,MEDIUM UP,David Liebman,6,4,[6|4],010111,0111,[010111|0111]
11,line,-,MEDIUM UP,David Liebman,4,8,[4|8],0111,10101011,[0111|10101011]
12,line,-,MEDIUM UP,David Liebman,8,6,[8|6],10101011,011011,[10101011|011011]
13,line,-,MEDIUM UP,David Liebman,6,6,[6|6],011011,111111,[011011|111111]
14,line,-,MEDIUM UP,David Liebman,6,1,[6|1],111111,1,[111111|1]
15,line,-,MEDIUM UP,David Liebman,1,4,[1|4],1,1111,[1|1111]
16,line,-,MEDIUM UP,David Liebman,4,6,[4|6],1111,111000,[1111|111000]
